timestamp,open,high,low,close,Shares Traded ,Turnover (₹ Cr),source_file
06-Nov-15,,,,6371.5298,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
05-Nov-15,,,,6462.4593,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
04-Nov-15,,,,6552.1461,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
03-Nov-15,,,,6571.701,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
02-Nov-15,,,,6566.9121,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
30-Oct-15,,,,6586.362,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
29-Oct-15,,,,6573.401,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
28-Oct-15,,,,6603.2748,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
27-Oct-15,,,,6660.0543,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
26-Oct-15,,,,6657.5336,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
23-Oct-15,,,,6723.0718,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
21-Oct-15,,,,6721.879,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
20-Oct-15,,,,6752.0875,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
19-Oct-15,,,,6748.7407,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
16-Oct-15,,,,6684.6713,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
15-Oct-15,,,,6645.8016,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
14-Oct-15,,,,6620.3938,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
13-Oct-15,,,,6600.3294,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
12-Oct-15,,,,6600.4768,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
09-Oct-15,,,,6610.8988,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
08-Oct-15,,,,6615.2656,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
07-Oct-15,,,,6684.0557,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
06-Oct-15,,,,6700.6892,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
05-Oct-15,,,,6668.9743,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
01-Oct-15,,,,6616.8903,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
30-Sep-15,,,,6579.2311,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
29-Sep-15,,,,6451.9282,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
28-Sep-15,,,,6418.7482,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
24-Sep-15,,,,6424.3337,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
23-Sep-15,,,,6412.2064,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
22-Sep-15,,,,6353.6451,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
21-Sep-15,,,,6461.4745,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
18-Sep-15,,,,6448.3772,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
16-Sep-15,,,,6383.8695,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
15-Sep-15,,,,6399.0959,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
14-Sep-15,,,,6467.9154,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
11-Sep-15,,,,6371.2101,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
10-Sep-15,,,,6343.0242,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
09-Sep-15,,,,6339.27,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
08-Sep-15,,,,6211.3325,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
07-Sep-15,,,,6117.9024,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
04-Sep-15,,,,6259.6755,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
03-Sep-15,,,,6386.8566,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
02-Sep-15,,,,6290.5296,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
01-Sep-15,,,,6362.3565,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
31-Aug-15,,,,6562.2032,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
28-Aug-15,,,,6570.7425,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
27-Aug-15,,,,6560.511,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
26-Aug-15,,,,6405.4775,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
25-Aug-15,,,,6449.9913,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
24-Aug-15,,,,6325.9789,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
21-Aug-15,,,,6870.4771,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
20-Aug-15,,,,6960.9343,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
19-Aug-15,,,,7081.0306,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
18-Aug-15,,,,7055.8625,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
17-Aug-15,,,,7024.506,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
14-Aug-15,,,,7029.5506,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
13-Aug-15,,,,6860.8782,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
12-Aug-15,,,,6834.1235,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
11-Aug-15,,,,7006.1499,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
10-Aug-15,,,,7055.9132,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
07-Aug-15,,,,7054.2084,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
06-Aug-15,,,,7097.1202,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
05-Aug-15,,,,7077.4507,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
04-Aug-15,,,,7013.2603,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
03-Aug-15,,,,6918.2186,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
31-Jul-15,,,,6890.0331,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
30-Jul-15,,,,6800.5022,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
29-Jul-15,,,,6788.148,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
28-Jul-15,,,,6731.7668,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
27-Jul-15,,,,6711.9872,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
24-Jul-15,,,,6795.1122,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
23-Jul-15,,,,6833.9143,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
22-Jul-15,,,,6862.671,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
21-Jul-15,,,,6753.3959,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
20-Jul-15,,,,6878.0205,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
17-Jul-15,,,,6837.4249,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
16-Jul-15,,,,6831.6994,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
15-Jul-15,,,,6722.393,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
14-Jul-15,,,,6701.8607,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
13-Jul-15,,,,6685.8848,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
10-Jul-15,,,,6564.5132,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
09-Jul-15,,,,6542.1683,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
08-Jul-15,,,,6546.739,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
07-Jul-15,,,,6653.8668,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
06-Jul-15,,,,6655.3785,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
03-Jul-15,,,,6595.1443,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
02-Jul-15,,,,6614.5906,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
01-Jul-15,,,,6555.1496,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
30-Jun-15,,,,6454.9252,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
29-Jun-15,,,,6375.7761,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
26-Jun-15,,,,6459.3897,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
25-Jun-15,,,,6457.728,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
24-Jun-15,,,,6427.4241,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
23-Jun-15,,,,6442.1187,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
22-Jun-15,,,,6411.4568,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
19-Jun-15,,,,6309.361,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
18-Jun-15,,,,6257.9319,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
17-Jun-15,,,,6185.2457,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
16-Jun-15,,,,6087.7949,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
15-Jun-15,,,,6037.4728,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
12-Jun-15,,,,6047.2969,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
11-Jun-15,,,,6014.0963,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
10-Jun-15,,,,6170.7967,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
09-Jun-15,,,,6083.0324,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
08-Jun-15,,,,6148.1746,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
05-Jun-15,,,,6225.537,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
04-Jun-15,,,,6246.8257,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
03-Jun-15,,,,6253.6908,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
02-Jun-15,,,,6313.2882,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
01-Jun-15,,,,6494.3311,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
29-May-15,,,,6493.3479,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
28-May-15,,,,6342.1523,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
27-May-15,,,,6399.2462,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
26-May-15,,,,6386.5279,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
25-May-15,,,,6371.1294,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
22-May-15,,,,6379.4595,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
21-May-15,,,,6374.7459,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
20-May-15,,,,6366.7459,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
19-May-15,,,,6350.11,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
18-May-15,,,,6368.9442,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
15-May-15,,,,6303.7848,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
14-May-15,,,,6266.9129,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
13-May-15,,,,6214.6361,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
12-May-15,,,,6110.6892,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
11-May-15,,,,6245.7209,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
08-May-15,,,,6128.9779,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
07-May-15,,,,5953.5079,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
06-May-15,,,,6083.9716,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
05-May-15,,,,6346.8518,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
04-May-15,,,,6311.403,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
30-Apr-15,,,,6207.5931,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
29-Apr-15,,,,6159.2235,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
28-Apr-15,,,,6133.4178,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
27-Apr-15,,,,6007.9823,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
24-Apr-15,,,,6128.2282,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
23-Apr-15,,,,6243.6921,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
22-Apr-15,,,,6208.5358,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
21-Apr-15,,,,6177.4707,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
20-Apr-15,,,,6235.7192,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
17-Apr-15,,,,6359.5182,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
16-Apr-15,,,,6549.9411,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
15-Apr-15,,,,6607.7616,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
13-Apr-15,,,,6678.6925,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
10-Apr-15,,,,6662.0333,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
09-Apr-15,,,,6667.9602,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
08-Apr-15,,,,6618.0433,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
07-Apr-15,,,,6595.0103,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
06-Apr-15,,,,6595.1217,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
01-Apr-15,,,,6536.9119,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
31-Mar-15,,,,6441.1167,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
30-Mar-15,,,,6427.6344,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
27-Mar-15,,,,6295.9937,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
26-Mar-15,,,,6266.7774,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
25-Mar-15,,,,6349.5931,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
24-Mar-15,,,,6343.681,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
23-Mar-15,,,,6335.2248,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
20-Mar-15,,,,6350.5057,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
19-Mar-15,,,,6461.0303,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
18-Mar-15,,,,6507.9309,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
17-Mar-15,,,,6491.8501,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
16-Mar-15,,,,6413.1806,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
13-Mar-15,,,,6400.5066,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
12-Mar-15,,,,6530.2116,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
11-Mar-15,,,,6444.972,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
10-Mar-15,,,,6468.3064,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
09-Mar-15,,,,6449.1969,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
05-Mar-15,,,,6557.0521,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
04-Mar-15,,,,6487.8065,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
03-Mar-15,,,,6571.1287,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
02-Mar-15,,,,6557.1263,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
28-Feb-15,,,,6405.1334,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
27-Feb-15,,,,6325.2552,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
26-Feb-15,,,,6163.6873,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
25-Feb-15,,,,6234.4628,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
24-Feb-15,,,,6267.2996,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
23-Feb-15,,,,6248.5682,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
20-Feb-15,,,,6332.004,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
19-Feb-15,,,,6346.4469,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
18-Feb-15,,,,6302.6532,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
16-Feb-15,,,,6251.5107,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
13-Feb-15,,,,6331.369,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
12-Feb-15,,,,6282.2536,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
11-Feb-15,,,,6188.0769,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
10-Feb-15,,,,6013.5888,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
09-Feb-15,,,,5952.7173,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
06-Feb-15,,,,6089.7139,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
05-Feb-15,,,,6177.235,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
04-Feb-15,,,,6246.3285,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
03-Feb-15,,,,6288.7313,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
02-Feb-15,,,,6388.7736,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
30-Jan-15,,,,6361.3202,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
29-Jan-15,,,,6362.1621,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
28-Jan-15,,,,6302.6313,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
27-Jan-15,,,,6292.5446,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
23-Jan-15,,,,6226.9052,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
22-Jan-15,,,,6165.0249,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
21-Jan-15,,,,6130.9437,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
20-Jan-15,,,,6110.436,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
19-Jan-15,,,,6062.5694,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
16-Jan-15,,,,6026.0713,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
15-Jan-15,,,,5979.159,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
14-Jan-15,,,,5876.2655,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
13-Jan-15,,,,5904.9698,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
12-Jan-15,,,,5924.7516,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
09-Jan-15,,,,5866.0235,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
08-Jan-15,,,,5878.8978,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
07-Jan-15,,,,5746.8961,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
06-Jan-15,,,,5732.0094,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
05-Jan-15,,,,5898.2469,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
02-Jan-15,,,,5868.9282,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
01-Jan-15,,,,5841.2761,,,NIFTY200 MOMENTUM 30-01-01-2015-to-31-12-2015.csv
30-Dec-16,,,,6948.6721,,,NIFTY200 MOMENTUM 30-01-01-2016-to-31-12-2016.csv
29-Dec-16,,,,6873.2562,,,NIFTY200 MOMENTUM 30-01-01-2016-to-31-12-2016.csv
28-Dec-16,,,,6763.4934,,,NIFTY200 MOMENTUM 30-01-01-2016-to-31-12-2016.csv
27-Dec-16,,,,6762.9728,,,NIFTY200 MOMENTUM 30-01-01-2016-to-31-12-2016.csv
26-Dec-16,,,,6635.5627,,,NIFTY200 MOMENTUM 30-01-01-2016-to-31-12-2016.csv
23-Dec-16,,,,6775.6137,,,NIFTY200 MOMENTUM 30-01-01-2016-to-31-12-2016.csv
