timestamp,open,high,low,close,volume,open_interest
2015-01-01 00:00:00+05:30,4163.43,4163.43,4163.43,4163.43,0,0
2015-01-02 00:00:00+05:30,4198.77,4198.77,4198.77,4198.77,0,0
2015-01-05 00:00:00+05:30,4201.3,4201.3,4201.3,4201.3,0,0
2015-01-06 00:00:00+05:30,4091.23,4091.23,4091.23,4091.23,0,0
2015-01-07 00:00:00+05:30,4105.47,4105.47,4105.47,4105.47,0,0
2015-01-08 00:00:00+05:30,4180.18,4180.18,4180.18,4180.18,0,0
2015-01-09 00:00:00+05:30,4185.07,4185.07,4185.07,4185.07,0,0
2015-01-12 00:00:00+05:30,4206.62,4206.62,4206.62,4206.62,0,0
2015-01-13 00:00:00+05:30,4208.93,4208.93,4208.93,4208.93,0,0
2015-01-14 00:00:00+05:30,4203.05,4203.05,4203.05,4203.05,0,0
2015-01-15 00:00:00+05:30,4248.76,4248.76,4248.76,4248.76,0,0
2015-01-16 00:00:00+05:30,4269.79,4269.79,4269.79,4269.79,0,0
2015-01-19 00:00:00+05:30,4282.04,4282.04,4282.04,4282.04,0,0
2015-01-20 00:00:00+05:30,4295.64,4295.64,4295.64,4295.64,0,0
2015-01-21 00:00:00+05:30,4297.2,4297.2,4297.2,4297.2,0,0
2015-01-22 00:00:00+05:30,4300.07,4300.07,4300.07,4300.07,0,0
2015-01-23 00:00:00+05:30,4306.42,4306.42,4306.42,4306.42,0,0
2015-01-27 00:00:00+05:30,4348.09,4348.09,4348.09,4348.09,0,0
2015-01-28 00:00:00+05:30,4370.62,4370.62,4370.62,4370.62,0,0
2015-01-29 00:00:00+05:30,4348.12,4348.12,4348.12,4348.12,0,0
2015-01-30 00:00:00+05:30,4328.09,4328.09,4328.09,4328.09,0,0
2015-02-02 00:00:00+05:30,4351.03,4351.03,4351.03,4351.03,0,0
2015-02-03 00:00:00+05:30,4341.74,4341.74,4341.74,4341.74,0,0
2015-02-04 00:00:00+05:30,4328.24,4328.24,4328.24,4328.24,0,0
2015-02-05 00:00:00+05:30,4272.46,4272.46,4272.46,4272.46,0,0
2015-02-06 00:00:00+05:30,4234.89,4234.89,4234.89,4234.89,0,0
2015-02-09 00:00:00+05:30,4176.68,4176.68,4176.68,4176.68,0,0
2015-02-10 00:00:00+05:30,4200.3,4200.3,4200.3,4200.3,0,0
2015-02-11 00:00:00+05:30,4275.5,4275.5,4275.5,4275.5,0,0
2015-02-12 00:00:00+05:30,4327.13,4327.13,4327.13,4327.13,0,0
2015-02-13 00:00:00+05:30,4368.03,4368.03,4368.03,4368.03,0,0
2015-02-16 00:00:00+05:30,4358.3,4358.3,4358.3,4358.3,0,0
2015-02-18 00:00:00+05:30,4403.53,4403.53,4403.53,4403.53,0,0
2015-02-19 00:00:00+05:30,4406.74,4406.74,4406.74,4406.74,0,0
2015-02-20 00:00:00+05:30,4410.58,4410.58,4410.58,4410.58,0,0
2015-02-23 00:00:00+05:30,4375.21,4375.21,4375.21,4375.21,0,0
2015-02-24 00:00:00+05:30,4367.97,4367.97,4367.97,4367.97,0,0
2015-02-25 00:00:00+05:30,4352.91,4352.91,4352.91,4352.91,0,0
2015-02-26 00:00:00+05:30,4310.81,4310.81,4310.81,4310.81,0,0
2015-02-27 00:00:00+05:30,4393.67,4393.67,4393.67,4393.67,0,0
2015-02-28 00:00:00+05:30,4391.01,4391.01,4391.01,4391.01,0,0
2015-03-02 00:00:00+05:30,4447.78,4447.78,4447.78,4447.78,0,0
2015-03-03 00:00:00+05:30,4499.12,4499.12,4499.12,4499.12,0,0
2015-03-04 00:00:00+05:30,4449.82,4449.82,4449.82,4449.82,0,0
2015-03-05 00:00:00+05:30,4487.96,4487.96,4487.96,4487.96,0,0
2015-03-09 00:00:00+05:30,4428.47,4428.47,4428.47,4428.47,0,0
2015-03-10 00:00:00+05:30,4412.45,4412.45,4412.45,4412.45,0,0
2015-03-11 00:00:00+05:30,4393.88,4393.88,4393.88,4393.88,0,0
2015-03-12 00:00:00+05:30,4450.91,4450.91,4450.91,4450.91,0,0
2015-03-13 00:00:00+05:30,4387.12,4387.12,4387.12,4387.12,0,0
2015-03-16 00:00:00+05:30,4371.22,4371.22,4371.22,4371.22,0,0
2015-03-17 00:00:00+05:30,4410.07,4410.07,4410.07,4410.07,0,0
2015-03-18 00:00:00+05:30,4416.47,4416.47,4416.47,4416.47,0,0
2015-03-19 00:00:00+05:30,4394.33,4394.33,4394.33,4394.33,0,0
2015-03-20 00:00:00+05:30,4337.75,4337.75,4337.75,4337.75,0,0
2015-03-23 00:00:00+05:30,4308.68,4308.68,4308.68,4308.68,0,0
2015-03-24 00:00:00+05:30,4292.63,4292.63,4292.63,4292.63,0,0
2015-03-25 00:00:00+05:30,4278.13,4278.13,4278.13,4278.13,0,0
2015-03-26 00:00:00+05:30,4247.16,4247.16,4247.16,4247.16,0,0
2015-03-27 00:00:00+05:30,4250.05,4250.05,4250.05,4250.05,0,0
2015-03-30 00:00:00+05:30,4316.37,4316.37,4316.37,4316.37,0,0
2015-03-31 00:00:00+05:30,4326.21,4326.21,4326.21,4326.21,0,0
2015-04-01 00:00:00+05:30,4378.35,4378.35,4378.35,4378.35,0,0
2015-04-06 00:00:00+05:30,4414.14,4414.14,4414.14,4414.14,0,0
2015-04-07 00:00:00+05:30,4438.76,4438.76,4438.76,4438.76,0,0
2015-04-08 00:00:00+05:30,4462.66,4462.66,4462.66,4462.66,0,0
2015-04-09 00:00:00+05:30,4478.52,4478.52,4478.52,4478.52,0,0
2015-04-10 00:00:00+05:30,4503.09,4503.09,4503.09,4503.09,0,0
2015-04-13 00:00:00+05:30,4512.56,4512.56,4512.56,4512.56,0,0
2015-04-15 00:00:00+05:30,4482.6,4482.6,4482.6,4482.6,0,0
2015-04-16 00:00:00+05:30,4450.43,4450.43,4450.43,4450.43,0,0
2015-04-17 00:00:00+05:30,4382.72,4382.72,4382.72,4382.72,0,0
2015-04-20 00:00:00+05:30,4286.78,4286.78,4286.78,4286.78,0,0
2015-04-21 00:00:00+05:30,4276.2,4276.2,4276.2,4276.2,0,0
2015-04-22 00:00:00+05:30,4277.51,4277.51,4277.51,4277.51,0,0
2015-04-23 00:00:00+05:30,4269.51,4269.51,4269.51,4269.51,0,0
2015-04-24 00:00:00+05:30,4177.78,4177.78,4177.78,4177.78,0,0
2015-04-27 00:00:00+05:30,4074.59,4074.59,4074.59,4074.59,0,0
2015-04-28 00:00:00+05:30,4133.32,4133.32,4133.32,4133.32,0,0
2015-04-29 00:00:00+05:30,4174.42,4174.42,4174.42,4174.42,0,0
2015-04-30 00:00:00+05:30,4176.0,4176.0,4176.0,4176.0,0,0
2015-05-04 00:00:00+05:30,4250.22,4250.22,4250.22,4250.22,0,0
2015-05-05 00:00:00+05:30,4244.05,4244.05,4244.05,4244.05,0,0
2015-05-06 00:00:00+05:30,4114.55,4114.55,4114.55,4114.55,0,0
2015-05-07 00:00:00+05:30,4056.35,4056.35,4056.35,4056.35,0,0
2015-05-08 00:00:00+05:30,4129.13,4129.13,4129.13,4129.13,0,0
2015-05-11 00:00:00+05:30,4184.46,4184.46,4184.46,4184.46,0,0
2015-05-12 00:00:00+05:30,4115.42,4115.42,4115.42,4115.42,0,0
2015-05-13 00:00:00+05:30,4152.97,4152.97,4152.97,4152.97,0,0
2015-05-14 00:00:00+05:30,4204.6,4204.6,4204.6,4204.6,0,0
2015-05-15 00:00:00+05:30,4228.91,4228.91,4228.91,4228.91,0,0
2015-05-18 00:00:00+05:30,4261.45,4261.45,4261.45,4261.45,0,0
2015-05-19 00:00:00+05:30,4269.02,4269.02,4269.02,4269.02,0,0
2015-05-20 00:00:00+05:30,4281.97,4281.97,4281.97,4281.97,0,0
2015-05-21 00:00:00+05:30,4287.54,4287.54,4287.54,4287.54,0,0
2015-05-22 00:00:00+05:30,4294.3,4294.3,4294.3,4294.3,0,0
2015-05-25 00:00:00+05:30,4292.31,4292.31,4292.31,4292.31,0,0
2015-05-26 00:00:00+05:30,4294.41,4294.41,4294.41,4294.41,0,0
2015-05-27 00:00:00+05:30,4306.57,4306.57,4306.57,4306.57,0,0
2015-05-28 00:00:00+05:30,4294.24,4294.24,4294.24,4294.24,0,0
